,VARIETY,TEST_ID,CHECK,RM,VAR_YIELD,CHECK_YIELD,RATIO,BAGSOLD
6215,V155918,11YT00229465202,V155250,3.6,72.9617206,67.8702234,1.075018129,408657
6216,V155918,11YT00229465202,V155251,3.6,72.9617206,69.4283048,1.050893016,408657
6217,V137136,11YT00229465203,V000016,4.3,55.7099614,75.1453841,0.741362388,189337
6218,V137136,11YT00229465203,V000062,4.3,55.7099614,62.1532928,0.896331616,189337
6219,V137136,11YT00229465203,V000098,4.3,55.7099614,73.1700497,0.761376569,189337
6220,V137136,11YT00229465203,V103103,4.3,55.7099614,69.116629,0.806028335,189337
6221,V137136,11YT00229465203,V103153,4.3,55.7099614,61.0097877,0.91313154,189337
6222,V137136,11YT00229465203,V103313,4.3,55.7099614,67.141592,0.829738464,189337
6223,V137136,11YT00229465203,V103318,4.3,55.7099614,69.116629,0.806028335,189337
6224,V137136,11YT00229465203,V120047,4.3,55.7099614,88.4490024,0.629854039,189337
6225,V137136,11YT00229465203,V120304,4.3,55.7099614,72.8585226,0.764632049,189337
6226,V137136,11YT00229465203,V155250,4.3,55.7099614,63.8168027,0.872966978,189337
6227,V137136,11YT00229465203,V155251,4.3,55.7099614,70.3633321,0.791747061,189337
6228,V155918,11YT00229465203,V000016,3.6,63.5028964,75.1453841,0.845067161,408657
6229,V155918,11YT00229465203,V000062,3.6,63.5028964,62.1532928,1.021714113,408657
6230,V155918,11YT00229465203,V000098,3.6,63.5028964,73.1700497,0.867881007,408657
6231,V155918,11YT00229465203,V103103,3.6,63.5028964,69.116629,0.918778843,408657
6232,V155918,11YT00229465203,V103153,3.6,63.5028964,61.0097877,1.040864078,408657
6233,V155918,11YT00229465203,V103313,3.6,63.5028964,67.141592,0.94580564,408657
6234,V155918,11YT00229465203,V103318,3.6,63.5028964,69.116629,0.918778843,408657
6235,V155918,11YT00229465203,V120047,3.6,63.5028964,88.4490024,0.717960572,408657
6236,V155918,11YT00229465203,V120304,3.6,63.5028964,72.8585226,0.871591876,408657
6237,V155918,11YT00229465203,V155250,3.6,63.5028964,63.8168027,0.995081134,408657
6238,V155918,11YT00229465203,V155251,3.6,63.5028964,70.3633321,0.902499846,408657
6239,V137136,11YT00229465301,V000016,4.3,89.2281918,61.577674,1.449034788,189337
6240,V137136,11YT00229465301,V000062,4.3,89.2281918,66.5763823,1.340237915,189337
6241,V137136,11YT00229465301,V000098,4.3,89.2281918,68.9164785,1.294729414,189337
6242,V137136,11YT00229465301,V103103,4.3,89.2281918,66.7897672,1.335956024,189337
6243,V137136,11YT00229465301,V103150,4.3,89.2281918,66.8951957,1.333850523,189337
6244,V137136,11YT00229465301,V103153,4.3,89.2281918,72.5318281,1.230193615,189337
6245,V137136,11YT00229465301,V103313,4.3,89.2281918,67.5331198,1.321250848,189337
6246,V137136,11YT00229465301,V103318,4.3,89.2281918,63.0666098,1.414824613,189337
6247,V137136,11YT00229465301,V120047,4.3,89.2281918,65.1930237,1.368676995,189337
6248,V137136,11YT00229465301,V120304,4.3,89.2281918,65.9386068,1.353201048,189337
6249,V137136,11YT00229465301,V155250,4.3,89.2281918,65.8307991,1.355417115,189337
6250,V137136,11YT00229465301,V155251,4.3,89.2281918,71.0428923,1.255976339,189337
6251,V155918,11YT00229465301,V000016,3.6,80.6138365,61.577674,1.309140655,408657
6252,V155918,11YT00229465301,V000062,3.6,80.6138365,66.5763823,1.210847356,408657
6253,V155918,11YT00229465301,V000098,3.6,80.6138365,68.9164785,1.169732381,408657
6254,V155918,11YT00229465301,V103103,3.6,80.6138365,66.7897672,1.206978851,408657
6255,V155918,11YT00229465301,V103150,3.6,80.6138365,66.8951957,1.205076623,408657
6256,V155918,11YT00229465301,V103153,3.6,80.6138365,72.5318281,1.111427061,408657
6257,V155918,11YT00229465301,V103313,3.6,80.6138365,67.5331198,1.193693357,408657
6258,V155918,11YT00229465301,V103318,3.6,80.6138365,63.0666098,1.278233232,408657
6259,V155918,11YT00229465301,V120047,3.6,80.6138365,65.1930237,1.236540843,408657
6260,V155918,11YT00229465301,V120304,3.6,80.6138365,65.9386068,1.22255899,408657
6261,V155918,11YT00229465301,V155250,3.6,80.6138365,65.8307991,1.224561111,408657
6262,V155918,11YT00229465301,V155251,3.6,80.6138365,71.0428923,1.134720644,408657
6263,V137136,11YT00229465302,V000016,4.3,83.4859822,64.7687818,1.288984907,189337
6264,V137136,11YT00229465302,V000062,4.3,83.4859822,60.7265137,1.374786351,189337
6265,V137136,11YT00229465302,V000098,4.3,83.4859822,59.7699248,1.396789146,189337
6266,V137136,11YT00229465302,V103103,4.3,83.4859822,58.8131873,1.41951127,189337
6267,V137136,11YT00229465302,V103150,4.3,83.4859822,65.8307991,1.26819032,189337
6268,V137136,11YT00229465302,V103153,4.3,83.4859822,58.9189132,1.416964056,189337
6269,V137136,11YT00229465302,V103313,4.3,83.4859822,63.279846,1.319313928,189337
6270,V137136,11YT00229465302,V103318,4.3,83.4859822,69.9784958,1.193023389,189337
6271,V137136,11YT00229465302,V120047,4.3,83.4859822,63.812193,1.30830768,189337
6272,V137136,11YT00229465302,V120304,4.3,83.4859822,71.6808165,1.164690726,189337
6273,V137136,11YT00229465302,V155250,4.3,83.4859822,73.2774113,1.139314022,189337
6274,V137136,11YT00229465302,V155251,4.3,83.4859822,75.7229359,1.102519088,189337
6275,V155918,11YT00229465302,V000016,3.6,70.4051169,64.7687818,1.087022404,408657
6276,V155918,11YT00229465302,V000062,3.6,70.4051169,60.7265137,1.159380188,408657
6277,V155918,11YT00229465302,V000098,3.6,70.4051169,59.7699248,1.177935511,408657
6278,V155918,11YT00229465302,V103103,3.6,70.4051169,58.8131873,1.197097456,408657
6279,V155918,11YT00229465302,V103150,3.6,70.4051169,65.8307991,1.069485983,408657
6280,V155918,11YT00229465302,V103153,3.6,70.4051169,58.9189132,1.194949348,408657
6281,V155918,11YT00229465302,V103313,3.6,70.4051169,63.279846,1.112599372,408657
6282,V155918,11YT00229465302,V103318,3.6,70.4051169,69.9784958,1.00609646,408657
6283,V155918,11YT00229465302,V120047,3.6,70.4051169,63.812193,1.10331762,408657
6284,V155918,11YT00229465302,V120304,3.6,70.4051169,71.6808165,0.982203054,408657
6285,V155918,11YT00229465302,V155250,3.6,70.4051169,73.2774113,0.960802458,408657
6286,V155918,11YT00229465302,V155251,3.6,70.4051169,75.7229359,0.929772678,408657
6287,V137136,11YT00229465303,V000016,4.3,83.9103728,69.9784958,1.199087975,189337
6288,V137136,11YT00229465303,V000062,4.3,83.9103728,74.3395773,1.128744282,189337
6289,V137136,11YT00229465303,V000098,4.3,83.9103728,62.8530762,1.335024121,189337
6290,V137136,11YT00229465303,V103103,4.3,83.9103728,63.3854232,1.323811826,189337
6291,V137136,11YT00229465303,V103150,4.3,83.9103728,72.212866,1.161986464,189337
6292,V137136,11YT00229465303,V103153,4.3,83.9103728,55.4088433,1.514385932,189337
6293,V137136,11YT00229465303,V103313,4.3,83.9103728,59.7699248,1.403889549,189337
6294,V137136,11YT00229465303,V103318,4.3,83.9103728,64.1310064,1.308421269,189337
6295,V137136,11YT00229465303,V120047,4.3,83.9103728,68.1708953,1.230882658,189337
6296,V137136,11YT00229465303,V120304,4.3,83.9103728,64.0231987,1.3106245,189337
6297,V137136,11YT00229465303,V155250,4.3,83.9103728,66.7897672,1.256335758,189337
6298,V137136,11YT00229465303,V155251,4.3,83.9103728,69.2352918,1.211959546,189337
6299,V155918,11YT00229465303,V000016,3.6,60.4075516,69.9784958,0.86323021,408657
6300,V155918,11YT00229465303,V000062,3.6,60.4075516,74.3395773,0.812589388,408657
6301,V155918,11YT00229465303,V000098,3.6,60.4075516,62.8530762,0.96109141,408657
6302,V155918,11YT00229465303,V103103,3.6,60.4075516,63.3854232,0.953019615,408657
6303,V155918,11YT00229465303,V103150,3.6,60.4075516,72.212866,0.836520622,408657
6304,V155918,11YT00229465303,V103153,3.6,60.4075516,55.4088433,1.090214991,408657
6305,V155918,11YT00229465303,V103313,3.6,60.4075516,59.7699248,1.010668021,408657
6306,V155918,11YT00229465303,V103318,3.6,60.4075516,64.1310064,0.941939866,408657
6307,V155918,11YT00229465303,V120047,3.6,60.4075516,68.1708953,0.886119382,408657
6308,V155918,11YT00229465303,V120304,3.6,60.4075516,64.0231987,0.943525985,408657
6309,V155918,11YT00229465303,V155250,3.6,60.4075516,66.7897672,0.904443212,408657
6310,V155918,11YT00229465303,V155251,3.6,60.4075516,69.2352918,0.872496526,408657
6311,V137136,11YT00229465501,V000016,4.3,56.2510817,60.4582584,0.930411877,189337
6312,V137136,11YT00229465501,V000062,4.3,56.2510817,52.5723857,1.069973922,189337
6313,V137136,11YT00229465501,V000098,4.3,56.2510817,50.2590556,1.119222815,189337
6314,V137136,11YT00229465501,V103103,4.3,56.2510817,56.9881889,0.987065615,189337
6315,V137136,11YT00229465501,V103150,4.3,56.2510817,46.4737415,1.210384184,189337
6316,V137136,11YT00229465501,V103153,4.3,56.2510817,52.3615287,1.074282648,189337
6317,V137136,11YT00229465501,V103313,4.3,56.2510817,47.5238628,1.183638669,189337
6318,V137136,11YT00229465501,V103318,4.3,56.2510817,60.8778906,0.923998535,189337
6319,V137136,11YT00229465501,V120047,4.3,56.2510817,56.4620873,0.99626288,189337
6320,V137136,11YT00229465501,V120304,4.3,56.2510817,52.4657676,1.072148265,189337
6321,V137136,11YT00229465501,V155250,4.3,56.2510817,63.0869818,0.891643253,189337
6322,V137136,11YT00229465501,V155251,4.3,56.2510817,59.4059066,0.94689375,189337
6323,V155918,11YT00229465501,V000016,3.6,62.2454869,60.4582584,1.029561363,408657
6324,V155918,11YT00229465501,V000062,3.6,62.2454869,52.5723857,1.183995858,408657
6325,V155918,11YT00229465501,V000098,3.6,62.2454869,50.2590556,1.238492967,408657
6326,V155918,11YT00229465501,V103103,3.6,62.2454869,56.9881889,1.092252414,408657
6327,V155918,11YT00229465501,V103150,3.6,62.2454869,46.4737415,1.339368962,408657
6328,V155918,11YT00229465501,V103153,3.6,62.2454869,52.3615287,1.188763744,408657
6329,V155918,11YT00229465501,V103313,3.6,62.2454869,47.5238628,1.309773306,408657
6330,V155918,11YT00229465501,V103318,3.6,62.2454869,60.8778906,1.022464581,408657
6331,V155918,11YT00229465501,V120047,3.6,62.2454869,56.4620873,1.102429787,408657
6332,V155918,11YT00229465501,V120304,3.6,62.2454869,52.4657676,1.18640191,408657
6333,V155918,11YT00229465501,V155250,3.6,62.2454869,63.0869818,0.986661354,408657
6334,V155918,11YT00229465501,V155251,3.6,62.2454869,59.4059066,1.047799629,408657
6335,V137136,11YT00229465502,V000016,4.3,61.1931351,61.297374,0.998299456,189337
6336,V137136,11YT00229465502,V000062,4.3,61.1931351,53.622507,1.141183778,189337
6337,V137136,11YT00229465502,V000098,4.3,61.1931351,59.6169123,1.026439189,189337
6338,V137136,11YT00229465502,V103103,4.3,61.1931351,61.7192367,0.991475889,189337
6339,V137136,11YT00229465502,V103150,4.3,61.1931351,46.7889861,1.307853412,189337
6340,V137136,11YT00229465502,V103153,4.3,61.1931351,60.6668849,1.008674423,189337
6341,V137136,11YT00229465502,V103313,4.3,61.1931351,55.3053479,1.106459636,189337
6342,V137136,11YT00229465502,V103318,4.3,61.1931351,58.4601729,1.04674913,189337
6343,V137136,11YT00229465502,V120047,4.3,61.1931351,62.6651191,0.976510314,189337
6344,V137136,11YT00229465502,V120304,4.3,61.1931351,53.3072624,1.147932427,189337
6345,V137136,11YT00229465502,V155250,4.3,61.1931351,61.0887475,1.001708786,189337
6346,V137136,11YT00229465502,V155251,4.3,61.1931351,56.7773319,1.077774053,189337
6347,V155918,11YT00229465502,V000016,3.6,56.6729443,61.297374,0.924557458,408657
6348,V155918,11YT00229465502,V000062,3.6,56.6729443,53.622507,1.056887256,408657
6349,V155918,11YT00229465502,V000098,3.6,56.6729443,59.6169123,0.950618576,408657
6350,V155918,11YT00229465502,V103103,3.6,56.6729443,61.7192367,0.918237932,408657
6351,V155918,11YT00229465502,V103150,3.6,56.6729443,46.7889861,1.211245402,408657
6352,V155918,11YT00229465502,V103153,3.6,56.6729443,60.6668849,0.934166051,408657
6353,V155918,11YT00229465502,V103313,3.6,56.6729443,55.3053479,1.024728104,408657
6354,V155918,11YT00229465502,V103318,3.6,56.6729443,58.4601729,0.96942827,408657
6355,V155918,11YT00229465502,V120047,3.6,56.6729443,62.6651191,0.904377828,408657
6356,V155918,11YT00229465502,V120304,3.6,56.6729443,53.3072624,1.063137399,408657
6357,V155918,11YT00229465502,V155250,3.6,56.6729443,61.0887475,0.927714949,408657
6358,V155918,11YT00229465502,V155251,3.6,56.6729443,56.7773319,0.998161456,408657
6359,V137136,11YT00229465503,V000016,4.3,66.6612902,67.7114115,0.984491221,189337
6360,V137136,11YT00229465503,V000062,4.3,66.6612902,59.7211512,1.116209063,189337
6361,V137136,11YT00229465503,V000098,4.3,66.6612902,59.4059066,1.12213236,189337
6362,V137136,11YT00229465503,V103103,4.3,66.6612902,62.0344813,1.07458447,189337
6363,V137136,11YT00229465503,V103150,4.3,66.6612902,50.1524375,1.329173486,189337
6364,V137136,11YT00229465503,V103153,4.3,66.6612902,57.3034335,1.163303595,189337
6365,V137136,11YT00229465503,V103313,4.3,66.6612902,59.1950496,1.126129476,189337
6366,V137136,11YT00229465503,V103318,4.3,66.6612902,56.7773319,1.174082824,189337
6367,V137136,11YT00229465503,V120047,4.3,66.6612902,65.0826881,1.02425533,189337
6368,V137136,11YT00229465503,V120304,4.3,66.6612902,54.0443696,1.233454857,189337
6369,V137136,11YT00229465503,V155250,4.3,66.6612902,60.9821294,1.09312828,189337
6370,V137136,11YT00229465503,V155251,4.3,66.6612902,57.618678,1.156938904,189337
6371,V155918,11YT00229465503,V000016,3.6,62.0344813,67.7114115,0.916159919,408657
6372,V155918,11YT00229465503,V000062,3.6,62.0344813,59.7211512,1.038735524,408657
6373,V155918,11YT00229465503,V000098,3.6,62.0344813,59.4059066,1.044247699,408657
6374,V155918,11YT00229465503,V103103,3.6,62.0344813,62.0344813,1,408657
6375,V155918,11YT00229465503,V103150,3.6,62.0344813,50.1524375,1.236918571,408657
6376,V155918,11YT00229465503,V103153,3.6,62.0344813,57.3034335,1.082561332,408657
6377,V155918,11YT00229465503,V103313,3.6,62.0344813,59.1950496,1.047967384,408657
6378,V155918,11YT00229465503,V103318,3.6,62.0344813,56.7773319,1.0925924,408657
6379,V155918,11YT00229465503,V120047,3.6,62.0344813,65.0826881,0.953164092,408657
6380,V155918,11YT00229465503,V120304,3.6,62.0344813,54.0443696,1.147843554,408657
6381,V155918,11YT00229465503,V155250,3.6,62.0344813,60.9821294,1.017256726,408657
6382,V155918,11YT00229465503,V155251,3.6,62.0344813,57.618678,1.0766384,408657
6383,V155843,11YT00232121201,V103035,3,49.2565183,45.3485266,1.086176817,871341
6384,V155843,11YT00232121201,V103163,3,49.2565183,51.379066,0.958688472,871341
6385,V155843,11YT00232121201,V103170,3,49.2565183,47.4712229,1.03760795,871341
6386,V155843,11YT00232122101,V103035,3,34.7885769,41.8467839,0.831332152,871341
6387,V155843,11YT00232122101,V103163,3,34.7885769,39.0235606,0.891476236,871341
6388,V155843,11YT00232122101,V103170,3,34.7885769,38.2165642,0.910301008,871341
6389,V155843,11YT00232122201,V103035,3,52.4971433,59.6456114,0.88015098,871341
6390,V155843,11YT00232122201,V103163,3,52.4971433,59.4215201,0.883470218,871341
6391,V155843,11YT00232122201,V103170,3,52.4971433,54.0607267,0.971077277,871341
6392,V155843,11YT00232122301,V103035,3,58.1928098,66.3458969,0.877112414,871341
6393,V155843,11YT00232122301,V103163,3,58.1928098,72.4897459,0.802772986,871341
6394,V155843,11YT00232122301,V103170,3,58.1928098,71.3741965,0.815319999,871341
6395,V155843,11YT00232122401,V103035,3,70.0079384,81.7289398,0.85658689,871341
6396,V155843,11YT00232122401,V103163,3,70.0079384,65.2380799,1.073114637,871341
6397,V155843,11YT00232122401,V103170,3,70.0079384,73.6390503,0.950690403,871341
6398,V155843,11YT00232122501,V103035,3,62.9970181,71.7092182,0.878506553,871341
6399,V155843,11YT00232122501,V103163,3,62.9970181,70.1454862,0.898090833,871341
6400,V155843,11YT00232122501,V103170,3,62.9970181,71.2610356,0.884031751,871341
6401,V155843,11YT00232122701,V103035,3,62.2139625,66.3458969,0.937721327,871341
6402,V155843,11YT00232122701,V103163,3,62.2139625,62.6621451,0.992847634,871341
6403,V155843,11YT00232122701,V103170,3,62.2139625,67.1289525,0.926782859,871341
6404,V155843,11YT00232122801,V103035,3,83.2837498,69.5941056,1.196706949,871341
6405,V155843,11YT00232122801,V103163,3,83.2837498,70.6321822,1.179119025,871341
6406,V155843,11YT00232122801,V103170,3,83.2837498,67.8311152,1.227810416,871341
6407,V155843,11YT00232122901,V103035,3,39.9877331,29.0396757,1.377003432,871341
6408,V155843,11YT00232122901,V103163,3,39.9877331,42.3319929,0.944622031,871341
6409,V155843,11YT00232122901,V103170,3,39.9877331,39.3156079,1.017095633,871341
6410,V155843,11YT00232122902,V103035,3,49.1457366,37.3062211,1.317360353,871341
6411,V155843,11YT00232122902,V103163,3,49.1457366,53.1668894,0.924367349,871341
6412,V155843,11YT00232122902,V103170,3,49.1457366,48.6999332,1.009154086,871341
6413,V155843,11YT00232122921,V103035,3,41.5514652,35.5183978,1.169857532,871341
6414,V155843,11YT00232122921,V103163,3,41.5514652,44.4546892,0.934692514,871341
6415,V155843,11YT00232122921,V103170,3,41.5514652,36.3014534,1.144622634,871341
6416,V155843,11YT00232221201,V103035,3,29.3746974,43.2259789,0.679561184,871341
6417,V155843,11YT00232221201,V103163,3,29.3746974,51.1575026,0.574201161,871341
6418,V155843,11YT00232221201,V103170,3,29.3746974,52.8320163,0.556001823,871341
6419,V155843,11YT00232222101,V103035,3,41.6445515,43.5608519,0.956008656,871341
6420,V155843,11YT00232222101,V103163,3,41.6445515,66.2492417,0.628604199,871341
6421,V155843,11YT00232222101,V103170,3,41.6445515,46.5863076,0.893922563,871341
6422,V155843,11YT00232222201,V103035,3,38.9807349,50.374447,0.773819609,871341
6423,V155843,11YT00232222201,V103163,3,38.9807349,56.9639507,0.684305327,871341
6424,V155843,11YT00232222201,V103170,3,38.9807349,49.2565183,0.791382263,871341
6425,V155843,11YT00232222301,V103035,3,49.0348062,66.7940795,0.73411905,871341
6426,V155843,11YT00232222301,V103163,3,49.0348062,73.3835833,0.668198581,871341
6427,V155843,11YT00232222301,V103170,3,49.0348062,66.2351152,0.740314349,871341
6428,V155843,11YT00232222401,V103035,3,71.3569473,76.2319369,0.936050561,871341
6429,V155843,11YT00232222401,V103163,3,71.3569473,70.3212499,1.014728086,871341
6430,V155843,11YT00232222401,V103170,3,71.3569473,62.6451933,1.139065003,871341
6431,V155843,11YT00232222501,V103035,3,68.5819028,76.1760256,0.90030823,871341
6432,V155843,11YT00232222501,V103163,3,68.5819028,75.39297,0.909659121,871341
6433,V155843,11YT00232222501,V103170,3,68.5819028,54.8414031,1.250549748,871341
6434,V155843,11YT00232222701,V103035,3,61.3201252,61.8790895,0.990966831,871341
6435,V155843,11YT00232222701,V103163,3,61.3201252,62.1031808,0.987391055,871341
6436,V155843,11YT00232222701,V103170,3,61.3201252,61.3201252,1,871341
6437,V155843,11YT00232222801,V103035,3,73.5361497,69.6970062,1.055083334,871341
6438,V155843,11YT00232222801,V103163,3,73.5361497,74.1580143,0.99161433,871341
6439,V155843,11YT00232222801,V103170,3,73.5361497,76.2319369,0.964637037,871341
6440,V155843,11YT00232222901,V103035,3,59.5323018,54.7304727,1.087735933,871341
6441,V155843,11YT00232222901,V103163,3,59.5323018,52.942798,1.124464593,871341
6442,V155843,11YT00232222901,V103170,3,59.5323018,46.2425126,1.28739332,871341
6443,V155843,11YT00232222902,V103035,3,57.1880421,61.8790895,0.924190103,871341
6444,V155843,11YT00232222902,V103163,3,57.1880421,54.0607267,1.057848194,871341
6445,V155843,11YT00232222902,V103170,3,57.1880421,51.6031573,1.108227579,871341
6446,V155843,11YT00232222921,V103035,3,54.0607267,38.7590228,1.394790756,871341
6447,V155843,11YT00232222921,V103163,3,54.0607267,44.9003439,1.204015872,871341
6448,V155843,11YT00232222921,V103170,3,54.0607267,28.594021,1.890630447,871341
6449,V155843,11YT00232321201,V103035,3,38.6457132,50.5985383,0.763771336,871341
6450,V155843,11YT00232321201,V103163,3,38.6457132,50.8201017,0.760441477,871341
6451,V155843,11YT00232321201,V103170,3,38.6457132,41.5514652,0.930068603,871341
6452,V155843,11YT00232322101,V103035,3,43.158469,39.2257929,1.100257402,871341
6453,V155843,11YT00232322101,V103163,3,43.158469,60.6027951,0.71215311,871341
6454,V155843,11YT00232322101,V103170,3,43.158469,50.721216,0.850895787,871341
6455,V155843,11YT00232322201,V103035,3,35.4076161,43.7849432,0.808671052,871341
6456,V155843,11YT00232322201,V103163,3,35.4076161,55.0653457,0.643010875,871341
6457,V155843,11YT00232322201,V103170,3,35.4076161,45.9074909,0.771281885,871341
6458,V155843,11YT00232322301,V103035,3,52.7212346,70.7020713,0.745681613,871341
6459,V155843,11YT00232322301,V103163,3,52.7212346,65.6761509,0.8027455,871341
6460,V155843,11YT00232322301,V103170,3,52.7212346,63.7775458,0.826642574,871341
6461,V155843,11YT00232322401,V103035,3,74.5719958,81.7289398,0.912430725,871341
6462,V155843,11YT00232322401,V103163,3,74.5719958,70.2159701,1.062037535,871341
6463,V155843,11YT00232322401,V103170,3,74.5719958,72.0840916,1.034513915,871341
6464,V155843,11YT00232322501,V103035,3,64.4474405,71.2610356,0.904385404,871341
6465,V155843,11YT00232322501,V103163,3,64.4474405,73.7184563,0.874237521,871341
6466,V155843,11YT00232322501,V103170,3,64.4474405,78.968468,0.81611613,871341
6467,V155843,11YT00232322701,V103035,3,54.284818,67.2397342,0.80733243,871341
6468,V155843,11YT00232322701,V103163,3,54.284818,67.4638255,0.804650753,871341
6469,V155843,11YT00232322701,V103170,3,54.284818,55.6244587,0.975916337,871341
6470,V155843,11YT00232322801,V103035,3,75.401892,69.2830246,1.088316979,871341
6471,V155843,11YT00232322801,V103163,3,75.401892,69.9050378,1.078633163,871341
6472,V155843,11YT00232322801,V103170,3,75.401892,70.2159701,1.073856729,871341
6473,V155843,11YT00232322901,V103035,3,56.183423,60.3153574,0.931494489,871341
6474,V155843,11YT00232322901,V103163,3,56.183423,57.2988238,0.980533618,871341
6475,V155843,11YT00232322901,V103170,3,56.183423,55.5135283,1.012067233,871341
6476,V155843,11YT00232322902,V103035,3,52.8320163,49.4806097,1.067731716,871341
6477,V155843,11YT00232322902,V103163,3,52.8320163,50.374447,1.04878603,871341
6478,V155843,11YT00232322902,V103170,3,52.8320163,39.2046775,1.347594717,871341
6479,V155843,11YT00232322921,V103035,3,39.8745722,44.2305979,0.901515559,871341
6480,V155843,11YT00232322921,V103163,3,39.8745722,48.1409689,0.828287696,871341
6481,V155843,11YT00232322921,V103170,3,39.8745722,45.3485266,0.879291461,871341
6482,V155843,11YT00232421201,V103035,3,48.9216453,49.704701,0.984245842,871341
6483,V155843,11YT00232421201,V103163,3,48.9216453,57.4121334,0.85211335,871341
6484,V155843,11YT00232421201,V103170,3,48.9216453,43.4500702,1.125927877,871341
6485,V155843,11YT00232422101,V103035,3,38.8211795,46.3840752,0.836950599,871341
6486,V155843,11YT00232422101,V103163,3,38.8211795,54.451511,0.712949536,871341
6487,V155843,11YT00232422101,V103170,3,38.8211795,41.3422439,0.939019652,871341
6488,V155843,11YT00232422201,V103035,3,34.9594335,45.1244352,0.774733985,871341
6489,V155843,11YT00232422201,V103163,3,34.9594335,37.8651855,0.92326059,871341
6490,V155843,11YT00232422201,V103170,3,34.9594335,43.3367606,0.806692356,871341
6491,V155843,11YT00232422301,V103035,3,54.7304727,68.1337202,0.803280263,871341
6492,V155843,11YT00232422301,V103163,3,54.7304727,69.2516489,0.790312918,871341
6493,V155843,11YT00232422301,V103170,3,54.7304727,67.0181708,0.816651246,871341
6494,V155843,11YT00232422401,V103035,3,73.3279694,81.6260392,0.898340409,871341
6495,V155843,11YT00232422401,V103163,3,73.3279694,75.2989914,0.973824058,871341
6496,V155843,11YT00232422401,V103170,3,73.3279694,80.2768817,0.913438189,871341
6497,V155843,11YT00232422501,V103035,3,52.7212346,39.6528601,1.329569531,871341
6498,V155843,11YT00232422501,V103163,3,52.7212346,58.6408437,0.899053139,871341
6499,V155843,11YT00232422501,V103170,3,52.7212346,51.1575026,1.030567012,871341
6500,V155843,11YT00232422701,V103035,3,60.6502304,66.6807699,0.90956104,871341
6501,V155843,11YT00232422701,V103163,3,60.6502304,60.0912661,1.009301922,871341
6502,V155843,11YT00232422701,V103170,3,60.6502304,62.6621451,0.967892662,871341
6503,V155843,11YT00232422801,V103035,3,67.1039709,67.6230835,0.992323441,871341
6504,V155843,11YT00232422801,V103163,3,67.1039709,64.0971027,1.046911141,871341
6505,V155843,11YT00232422801,V103170,3,67.1039709,70.6321822,0.950048106,871341
6506,V155843,11YT00232422901,V103035,3,45.9074909,41.4381556,1.107855556,871341
6507,V155843,11YT00232422901,V103163,3,45.9074909,45.0136535,1.019857028,871341
6508,V155843,11YT00232422901,V103170,3,45.9074909,39.8745722,1.15129739,871341
6509,V155843,11YT00232422902,V103035,3,52.3838337,48.1409689,1.08813418,871341
6510,V155843,11YT00232422902,V103163,3,52.3838337,42.5560842,1.230936414,871341
6511,V155843,11YT00232422902,V103170,3,52.3838337,43.4500702,1.205609875,871341
6512,V155843,11YT00232422921,V103035,3,55.0653457,42.4453025,1.29732485,871341
6513,V155843,11YT00232422921,V103163,3,55.0653457,54.954564,1.002015878,871341
6514,V155843,11YT00232422921,V103170,3,55.0653457,40.7684095,1.350686632,871341
6515,V155843,11YT00232521201,V103035,3,45.5726179,49.4806097,0.921019732,871341
6516,V155843,11YT00232521201,V103163,3,45.5726179,59.4215201,0.766937935,871341
6517,V155843,11YT00232521201,V103170,3,45.5726179,32.0562094,1.421647124,871341
6518,V155843,11YT00232522101,V103035,3,42.2513973,45.6793847,0.924955482,871341
6519,V155843,11YT00232522101,V103163,3,42.2513973,54.2492786,0.778837957,871341
6520,V155843,11YT00232522101,V103170,3,42.2513973,52.3329782,0.807357019,871341
6521,V155843,11YT00232522201,V103035,3,37.3062211,40.2094452,0.927797459,871341
6522,V155843,11YT00232522201,V103163,3,37.3062211,47.5820046,0.784040551,871341
6523,V155843,11YT00232522201,V103170,3,37.3062211,46.2425126,0.806751602,871341
6524,V155843,11YT00232522301,V103035,3,53.0561077,68.0227898,0.779975474,871341
6525,V155843,11YT00232522301,V103163,3,53.0561077,70.9261626,0.748047064,871341
6526,V155843,11YT00232522301,V103170,3,53.0561077,62.3247442,0.851284805,871341
6527,V155843,11YT00232522401,V103035,3,70.8379833,78.4111394,0.903417344,871341
6528,V155843,11YT00232522401,V103163,3,70.8379833,65.3409805,1.084127951,871341
6529,V155843,11YT00232522401,V103170,3,70.8379833,76.7510496,0.922957844,871341
6530,V155843,11YT00232522501,V103035,3,65.4545875,48.3650602,1.353344485,871341
6531,V155843,11YT00232522501,V103163,3,65.4545875,61.3201252,1.067424231,871341
6532,V155843,11YT00232522501,V103170,3,65.4545875,53.3909807,1.225948403,871341
6533,V155843,11YT00232522701,V103035,3,60.7610121,63.5534545,0.956061517,871341
6534,V155843,11YT00232522701,V103163,3,60.7610121,60.2045757,1.009242427,871341
6535,V155843,11YT00232522701,V103170,3,60.7610121,56.518296,1.075068012,871341
6536,V155843,11YT00232522801,V103035,3,86.2928485,75.401892,1.14443877,871341
6537,V155843,11YT00232522801,V103163,3,86.2928485,77.9949273,1.106390524,871341
6538,V155843,11YT00232522801,V103170,3,86.2928485,73.9499826,1.1669083,871341
6539,V155843,11YT00232522901,V103035,3,56.6290777,51.9380303,1.090320087,871341
